question,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,target,prediction,explanation
explain circa question: Do you want to try something new? answer: I want something more glamorous.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you allergic to any seafood? answer: I can't have shellfish.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you into R&B? answer: I loved Alicia Keys in high school.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you work in the same city? answer: Haven't moved.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is it in a good location? answer: It overlooks Central Park.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you still living in town? answer: It's a different town now,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you have more responsibilities? answer: Every day it's something new.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you prefer a patio? answer: A patio isn't necessary.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you tried that kind of work before? answer: I worked in that field when I first graduated college.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Is your family well? answer: My father passed away last year.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like burritos answer: If they aren't too spicy,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Are you willing to visit a museum with me? answer: Only if it has mummies on display.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,mummies are important to the museum
explain circa question: Do you mind taking the subway? answer: I feel safe on the trains.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,2,
explain circa question: Are you working? answer: I've just been made redundant.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: How about some pancakes? answer: Breakfast sounds terrible right now.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,pancakes are a breakfast
explain circa question: Are you getting bored at work? answer: There's no challenge for me anymore.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you dislike your current job? answer: You could say that.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you get promoted often? answer: I was just promoted last month.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you play a music instrument growing up? answer: I graduated with a degree in music.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you have a favorite teacher when you where in elementary school? answer: I would have to say that it was my band teacher.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Did you move from the East Coast? answer: I've never been to the East Coast.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you really hungry? answer: I am right now,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you reading anything right now? answer: I've got a few books on the go.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you like a lower level flat? answer: A lower flat would be more convenient for me.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Where would you like to go eat? answer: Let's go to Chili's.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,NA,5,other restaurants in chennai
explain circa question: Do you mind heights? answer: I am easy going with heights.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you have a favorite book? answer: I love Anne of Green Gables.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Was the trip good? answer: It was pretty nice.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you been to the opera? answer: I prefer musicals.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Have you gone hiking around? answer: I've tried out may of the local hiking trails round here.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you a sports fan? answer: I love anything sports-related.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Will you be using public transportation? answer: I never take buses or trains.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you get on with your colleagues? answer: When we're not stressed out with overwork.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Are you a fan of pop music? answer: I prefer rock.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: You like fantasy books? answer: I read science fiction and biographies.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like working with people? answer: It's good to have a team.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you spend time outside on the weekend? answer: My dog and I go to parks and trails to get lots of fresh air on the weekends.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you prefer a patio? answer: Sitting outside is preferable.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you into hiking? answer: Walking in the great outdoors is one of my favourite pastimes.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you played any instruments before? answer: I can't play anything,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you into History? answer: Current events are more interesting to me.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Want to go grab coffee and catch up? answer: that would be good,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you into R&B? answer: I listen to Toni Braxton.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are you tired from your trip? answer: a little bit,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you like traveling? answer: I love to see different places around the country with my family.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Have you lived in a flat before? answer: I've always been in houses.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Are you going anywhere tonight? answer: I am staying in tonight,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you like sandwich? answer: I usually go with a burger instead.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: Do you enjoy going to the movies? answer: When they have good popcorn.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,"Yes, subject to some conditions",1,
explain circa question: Are you making more than 80 thousand dollars a year? answer: Not remotely.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
explain circa question: What are you up to these days? answer: Mostly been working.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Other,5,you up to these days Other
explain circa question: Would you like to rest before we go out? answer: I am rather sleepy.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Are your parents still alive? answer: They're living in Manhattan.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Would you like to come for dinner answer: Such a lovely suggestion.,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Can we buy a rock CD to listen to together? answer: If you like,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,Yes,0,
explain circa question: Do you want to go for a drink? answer: Let's stay in,Yes,"Yes, subject to some conditions",No,"In the middle, neither yes nor no",NA,Other,No,2,
